Geneid	Chr	Start	End	Strand	Length	IGV/SRR20959676_GSM6435908_C-PJI04_Staphylococcus_aureus_trimmed_R2.fastq.fastqAligned.sortedByCoord.out.bam	IGV/SRR20959677_GSM6435907_C-PJI03_Staphylococcus_aureus_trimmed_R1.fastq.fastqAligned.sortedByCoord.out.bam	IGV/SRR20959677_GSM6435907_C-PJI03_Staphylococcus_aureus_trimmed_R2.fastq.fastqAligned.sortedByCoord.out.bam	IGV/SRR20959678_GSM6435906_C-PJI02_Staphylococcus_aureus_trimmed_R1.fastq.fastqAligned.sortedByCoord.out.bam	IGV/SRR20959678_GSM6435906_C-PJI02_Staphylococcus_aureus_trimmed_R2.fastq.fastqAligned.sortedByCoord.out.bam	IGV/SRR20959679_GSM6435905_C-PJI01_Staphylococcus_aureus_trimmed_R1.fastq.fastqAligned.sortedByCoord.out.bam	IGV/SRR20959679_GSM6435905_C-PJI01_Staphylococcus_aureus_trimmed_R2.fastq.fastqAligned.sortedByCoord.out.bam	IGV/SRR20959680_GSM6435904_A-PJI04_Staphylococcus_aureus_trimmed_R1.fastq.fastqAligned.sortedByCoord.out.bam	IGV/SRR20959680_GSM6435904_A-PJI04_Staphylococcus_aureus_trimmed_R2.fastq.fastqAligned.sortedByCoord.out.bam	IGV/SRR20959681_GSM6435903_A-PJI03_Staphylococcus_aureus_trimmed_R1.fastq.fastqAligned.sortedByCoord.out.bam	IGV/SRR20959681_GSM6435903_A-PJI03_Staphylococcus_aureus_trimmed_R2.fastq.fastqAligned.sortedByCoord.out.bam	IGV/SRR20959682_GSM6435902_A-PJI02_Staphylococcus_aureus_trimmed_R1.fastq.fastqAligned.sortedByCoord.out.bam
gene-SAOUHSC_00234	NC_007795.1	255367	256071	-	705	3	3	2	1	1	18	17	5	5	19	19	57
gene-SAOUHSC_00235	NC_007795.1	256220	257011	+	792	19	0	0	0	3	8	8	0	0	28	30	4
gene-SAOUHSC_00236	NC_007795.1	257027	258463	+	1437	134	7	7	162	167	58	59	8	7	178	180	773
gene-SAOUHSC_00237	NC_007795.1	258896	259657	-	762	119	7	8	73	67	22	25	5	6	54	36	260
gene-SAOUHSC_00238	NC_007795.1	259676	259810	+	135	4	0	0	0	8	5	5	2	0	4	4	18
gene-SAOUHSC_00239	NC_007795.1	259908	260822	-	915	49	7	7	21	19	15	15	21	19	42	34	107
gene-SAOUHSC_00240	NC_007795.1	260850	261254	-	405	9	4	4	25	6	11	7	15	7	28	23	45
gene-SAOUHSC_00241	NC_007795.1	261269	262150	-	882	90	19	19	45	58	104	104	35	33	56	60	222
gene-SAOUHSC_00242	NC_007795.1	262382	263380	-	999	63	0	1	110	110	16	14	3	3	92	92	184
gene-SAOUHSC_00243	NC_007795.1	263531	263710	+	180	0	0	0	0	4	0	0	0	0	0	0	0
gene-SAOUHSC_00244	NC_007795.1	263760	264152	+	393	0	0	0	13	9	0	0	0	0	1	1	0
gene-SAOUHSC_00246	NC_007795.1	264825	266201	-	1377	37	0	1	13	17	19	23	22	21	11	21	36
gene-SAOUHSC_00247	NC_007795.1	266435	267427	+	993	27	7	5	25	25	75	82	48	41	14	13	43
gene-SAOUHSC_00248	NC_007795.1	267753	268703	+	951	55	7	3	35	27	20	22	40	39	16	15	71
gene-SAOUHSC_00249	NC_007795.1	268755	269414	-	660	6	0	1	6	0	8	6	4	4	0	0	4
gene-SAOUHSC_00250	NC_007795.1	269428	270348	-	921	7	0	0	6	6	1	1	2	3	0	0	2
gene-SAOUHSC_00251	NC_007795.1	270345	271511	-	1167	5	0	1	4	2	7	7	8	4	1	0	6
gene-SAOUHSC_00253	NC_007795.1	271579	273102	-	1524	7	6	0	23	3	19	3	22	8	26	6	24
gene-SAOUHSC_00254	NC_007795.1	273373	274026	+	654	0	1	0	1	2	0	0	1	0	0	0	0
gene-SAOUHSC_00255	NC_007795.1	274060	274647	+	588	2	0	0	0	0	0	0	0	0	4	7	0
gene-SAOUHSC_00256	NC_007795.1	274790	275683	-	894	26	3	2	3	2	20	19	8	5	12	9	55
gene-SAOUHSC_00257	NC_007795.1	275931	276224	+	294	385	18	19	14	15	77	80	31	33	17	18	390
gene-SAOUHSC_00258	NC_007795.1	276308	279337	+	3030	60	18	15	19	21	10	8	7	3	15	1	53
gene-SAOUHSC_00259	NC_007795.1	279337	279795	+	459	0	0	0	1	1	3	0	1	0	0	0	0
gene-SAOUHSC_00260	NC_007795.1	279728	280009	+	282	1	0	0	1	1	0	1	0	0	0	0	1
gene-SAOUHSC_00261	NC_007795.1	280022	281356	+	1335	0	0	0	0	0	0	1	0	0	2	1	0
gene-SAOUHSC_00262	NC_007795.1	281378	285817	+	4440	48	19	24	2	17	15	18	21	21	16	15	56
gene-SAOUHSC_00264	NC_007795.1	285847	286239	+	393	0	0	0	0	0	0	0	0	0	0	0	1
gene-SAOUHSC_00265	NC_007795.1	286255	286569	+	315	1	0	0	0	0	0	1	0	0	0	0	0
gene-SAOUHSC_00266	NC_007795.1	286569	287243	+	675	1	3	3	0	1	0	0	1	2	3	3	2
gene-SAOUHSC_00267	NC_007795.1	287243	287560	+	318	6	0	0	0	0	0	0	1	3	3	4	35
gene-SAOUHSC_00268	NC_007795.1	287570	289414	+	1845	22	1	2	0	5	3	5	5	4	11	11	73
gene-SAOUHSC_00269	NC_007795.1	289425	289916	+	492	0	0	0	0	1	0	1	0	1	0	0	0
gene-SAOUHSC_00270	NC_007795.1	290124	290807	+	684	0	0	0	12	9	5	0	2	1	1	1	2
gene-SAOUHSC_00271	NC_007795.1	290954	291565	+	612	1	0	0	23	23	1	2	1	1	0	0	0
gene-SAOUHSC_00272	NC_007795.1	291701	291919	+	219	0	0	0	0	0	0	0	0	0	0	0	0
gene-SAOUHSC_00274	NC_007795.1	292051	292551	+	501	0	0	0	0	0	0	0	0	0	0	0	1
gene-SAOUHSC_00275	NC_007795.1	292562	293062	+	501	0	0	0	0	0	0	0	0	0	0	0	0
gene-SAOUHSC_00276	NC_007795.1	293073	293573	+	501	0	0	0	0	0	0	0	0	0	0	0	0
gene-SAOUHSC_00277	NC_007795.1	293584	294084	+	501	0	0	0	0	0	0	0	0	0	0	0	0
gene-SAOUHSC_00278	NC_007795.1	294095	294583	+	489	2	0	0	0	0	0	0	1	0	0	0	0
gene-SAOUHSC_00279	NC_007795.1	295206	295580	+	375	1	0	0	3	7	1	1	0	0	0	0	0
gene-SAOUHSC_00280	NC_007795.1	295733	296131	+	399	0	0	0	17	4	3	3	1	0	0	0	13
gene-SAOUHSC_00281	NC_007795.1	296347	297171	-	825	63	21	21	36	40	46	46	125	124	10	7	24
gene-SAOUHSC_00282	NC_007795.1	297408	298685	-	1278	44	42	24	158	109	86	52	90	72	72	74	703
gene-SAOUHSC_00284	NC_007795.1	299299	300189	+	891	3	0	1	3	0	1	0	0	0	0	0	4
gene-SAOUHSC_00285	NC_007795.1	300438	301487	+	1050	212	56	68	9	10	194	198	193	198	179	184	121
gene-SAOUHSC_00287	NC_007795.1	301500	302177	+	678	185	52	41	43	41	136	119	116	106	70	69	93
gene-SAOUHSC_00289	NC_007795.1	302336	302476	-	141	0	1	0	0	0	0	0	0	0	0	0	0
gene-SAOUHSC_00290	NC_007795.1	302466	303416	+	951	58	27	26	173	168	99	97	30	30	52	51	114
gene-SAOUHSC_00291	NC_007795.1	303759	304877	+	1119	4	1	0	2	0	2	0	3	3	3	2	14
gene-SAOUHSC_00292	NC_007795.1	304852	305775	+	924	5	0	0	7	4	1	0	5	3	1	0	10
gene-SAOUHSC_00293	NC_007795.1	305786	307006	+	1221	7	1	2	14	9	12	9	2	1	1	1	13
gene-SAOUHSC_00294	NC_007795.1	307111	308643	-	1533	90	2	1	62	71	25	25	13	6	5	6	28
gene-SAOUHSC_00295	NC_007795.1	308683	309564	-	882	18	0	3	19	19	2	2	5	5	6	8	29
gene-SAOUHSC_00296	NC_007795.1	309722	310582	+	861	23	5	2	17	19	2	2	5	8	5	4	47
gene-SAOUHSC_00297	NC_007795.1	310860	311660	-	801	71	34	34	59	58	45	40	41	36	36	85	248
gene-SAOUHSC_00298	NC_007795.1	311800	312468	+	669	35	3	2	19	19	9	9	6	8	5	5	39
gene-SAOUHSC_00299	NC_007795.1	312595	313908	-	1314	19	3	3	7	10	868	870	9	5	1	2	229
gene-SAOUHSC_00300	NC_007795.1	314326	316398	+	2073	115	93	92	231	227	1730	1723	190	187	265	263	3488
gene-SAOUHSC_00301	NC_007795.1	316640	317467	-	828	13	24	12	48	18	13	7	32	23	23	19	86
gene-SAOUHSC_00302	NC_007795.1	317540	318739	-	1200	36	15	7	20	34	44	45	41	40	20	16	177
gene-SAOUHSC_00303	NC_007795.1	318835	318927	+	93	0	0	0	0	0	0	0	0	3	0	0	0
gene-SAOUHSC_00304	NC_007795.1	319041	320042	+	1002	3	0	1	4	5	8	9	2	2	26	25	85
gene-SAOUHSC_00305	NC_007795.1	320076	320408	+	333	0	4	4	7	0	1	1	1	1	0	2	59
gene-SAOUHSC_00306	NC_007795.1	320409	321209	+	801	11	4	4	8	8	8	8	13	11	1	1	49
gene-SAOUHSC_00307	NC_007795.1	321199	322143	+	945	7	9	3	19	5	24	18	13	5	21	18	74
gene-SAOUHSC_00308	NC_007795.1	322121	323143	+	1023	1	1	0	1	10	5	6	2	4	1	2	17
gene-SAOUHSC_00309	NC_007795.1	323458	324483	+	1026	5	1	1	6	7	4	4	6	0	11	5	1
gene-SAOUHSC_00310	NC_007795.1	324576	325922	-	1347	64	9	7	61	47	66	67	55	48	14	13	350
gene-SAOUHSC_00311	NC_007795.1	325937	326221	-	285	6	2	2	14	15	4	4	3	3	0	1	66
gene-SAOUHSC_00312	NC_007795.1	326223	326666	-	444	1	0	0	0	1	1	1	5	2	2	0	28
gene-SAOUHSC_00313	NC_007795.1	326671	328626	-	1956	10	1	0	5	2	6	7	27	25	11	11	79
gene-SAOUHSC_00314	NC_007795.1	328838	329257	+	420	7	0	0	2	0	0	0	0	0	0	0	7
gene-SAOUHSC_00315	NC_007795.1	329364	330719	+	1356	1	2	2	3	2	0	0	2	2	4	1	6
gene-SAOUHSC_00316	NC_007795.1	330823	331263	+	441	0	2	0	0	2	1	0	3	0	5	1	13
gene-SAOUHSC_00317	NC_007795.1	331346	332704	-	1359	21	1	2	40	38	16	13	20	19	17	14	74
gene-SAOUHSC_00318	NC_007795.1	333012	333938	+	927	65	60	61	41	44	130	131	662	668	529	527	273
gene-SAOUHSC_00319	NC_007795.1	333952	335013	+	1062	1678	950	953	252	253	3638	3640	5442	5440	886	887	4666
gene-SAOUHSC_00320	NC_007795.1	335027	335593	+	567	17	26	26	34	33	22	12	65	36	27	19	567
gene-SAOUHSC_00322	NC_007795.1	335653	336648	-	996	5	0	1	3	0	3	4	3	2	3	3	36
gene-SAOUHSC_00323	NC_007795.1	336647	337054	+	408	99	0	0	10	9	7	4	0	3	2	1	2
gene-SAOUHSC_00324	NC_007795.1	337067	337612	+	546	19	0	0	0	0	1	0	20	16	2	2	3
gene-SAOUHSC_00325	NC_007795.1	337880	338734	+	855	0	0	1	0	1	0	0	0	0	0	0	0
gene-SAOUHSC_00326	NC_007795.1	338731	339960	+	1230	8	4	3	1	0	3	3	3	1	2	0	8
gene-SAOUHSC_00327	NC_007795.1	339971	341653	+	1683	3	3	1	4	7	1	0	2	1	0	0	3
gene-SAOUHSC_00328	NC_007795.1	341746	342402	-	657	4	2	6	12	20	0	0	16	14	15	13	57
gene-SAOUHSC_00329	NC_007795.1	342464	342688	-	225	10	0	0	9	10	0	0	0	7	3	3	41
gene-SAOUHSC_00330	NC_007795.1	342788	343177	-	390	13	3	3	0	0	1	1	1	0	8	8	33
gene-SAOUHSC_00331	NC_007795.1	343418	343621	+	204	6	0	0	3	3	0	0	0	0	0	0	2
gene-SAOUHSC_00332	NC_007795.1	343618	344331	+	714	9	0	0	87	78	6	3	1	1	5	5	11
gene-SAOUHSC_00333	NC_007795.1	344356	345198	+	843	42	0	5	230	313	3	6	2	5	9	8	9
gene-SAOUHSC_00334	NC_007795.1	345198	345827	+	630	294	11	6	1358	1358	28	28	28	26	44	43	248
gene-SAOUHSC_00335	NC_007795.1	346194	347327	-	1134	1	1	1	21	19	1	1	4	5	2	2	1
gene-SAOUHSC_00336	NC_007795.1	347866	349047	+	1182	50	31	30	72	64	277	275	117	117	21	20	198
gene-SAOUHSC_00337	NC_007795.1	349130	349882	-	753	17	8	8	5	6	17	17	6	5	1	6	39
gene-SAOUHSC_00338	NC_007795.1	349925	352153	-	2229	21	6	4	14	32	9	7	13	12	10	5	101
gene-SAOUHSC_00339	NC_007795.1	352150	353991	-	1842	7	2	0	26	20	20	17	9	10	6	4	38
gene-SAOUHSC_00340	NC_007795.1	353960	355120	-	1161	3	0	0	1	0	7	7	6	4	3	2	19
gene-SAOUHSC_00341	NC_007795.1	355117	356220	-	1104	11	1	0	0	0	3	3	1	1	2	3	13
gene-SAOUHSC_00342	NC_007795.1	356884	357729	+	846	9	7	6	3	3	0	2	3	2	1	2	1
gene-SAOUHSC_00344	NC_007795.1	357886	358767	+	882	20	4	7	5	0	2	5	2	1	4	3	7
gene-SAOUHSC_00345	NC_007795.1	358797	359000	+	204	2	0	0	8	7	1	4	0	0	2	2	10
gene-SAOUHSC_00346	NC_007795.1	359012	360109	+	1098	18	15	3	39	33	13	2	17	2	16	17	70
gene-SAOUHSC_00347	NC_007795.1	360195	360386	-	192	33	2	6	11	15	0	3	7	7	9	11	1
gene-SAOUHSC_00348	NC_007795.1	360630	360926	+	297	2058	232	244	439	460	1881	1972	1168	1218	1031	1101	3735
gene-SAOUHSC_00349	NC_007795.1	360947	361450	+	504	528	126	100	173	125	677	489	528	389	370	224	1825
gene-SAOUHSC_00350	NC_007795.1	361502	361744	+	243	0	0	0	4	4	0	0	1	1	7	1	45
gene-SAOUHSC_00351	NC_007795.1	362010	362948	-	939	3	3	2	2	0	1	2	3	2	3	2	2
gene-SAOUHSC_00352	NC_007795.1	362987	363298	-	312	0	0	0	0	0	0	0	0	0	2	1	2
gene-SAOUHSC_00353	NC_007795.1	363376	363534	-	159	0	0	0	0	1	0	0	0	0	0	0	0
gene-SAOUHSC_00354	NC_007795.1	363894	364505	+	612	0	1	1	0	0	0	0	2	0	0	1	0
gene-SAOUHSC_00355	NC_007795.1	364874	365242	+	369	0	0	0	1	0	0	1	0	0	0	0	0
gene-SAOUHSC_00356	NC_007795.1	365423	365995	+	573	4	4	4	21	21	5	5	5	6	1	0	9
gene-SAOUHSC_00357	NC_007795.1	366133	366396	-	264	1	0	1	21	21	2	2	0	0	1	1	42
gene-SAOUHSC_00358	NC_007795.1	366696	366947	+	252	11	7	7	14	15	224	223	58	58	1	1	27
gene-SAOUHSC_A00354	NC_007795.1	366986	367195	-	210	0	0	0	0	0	0	0	0	0	0	0	0
gene-SAOUHSC_00359	NC_007795.1	367373	367954	+	582	28	16	12	21	10	12	7	17	7	14	8	83
gene-SAOUHSC_00360	NC_007795.1	368020	368403	-	384	33	11	11	16	22	13	13	8	15	1	6	171
gene-SAOUHSC_00362	NC_007795.1	368658	369284	-	627	68	0	0	5	0	3	3	8	4	52	41	28
gene-SAOUHSC_00363	NC_007795.1	369357	369650	-	294	16	0	1	8	0	1	0	0	0	12	10	0
gene-SAOUHSC_00364	NC_007795.1	369729	371252	-	1524	37337	4202	4167	7393	7332	24571	24507	14406	14352	14911	14825	51542
gene-SAOUHSC_00365	NC_007795.1	371268	371837	-	570	1314	51	52	64	82	524	533	393	400	261	266	1204
gene-SAOUHSC_00366	NC_007795.1	372329	373084	+	756	692	144	146	73	70	296	296	330	328	189	188	342
gene-SAOUHSC_00367	NC_007795.1	373165	374553	-	1389	1079	101	96	49	51	1139	1134	526	523	379	381	1654
gene-SAOUHSC_00368	NC_007795.1	374638	374739	+	102	5	0	0	0	0	0	0	0	0	0	0	4
gene-SAOUHSC_00369	NC_007795.1	375530	376486	-	957	38	5	6	5	5	21	20	30	28	24	22	107
gene-SAOUHSC_00370	NC_007795.1	376604	377266	-	663	7	3	3	21	20	1	0	8	8	8	7	27
gene-SAOUHSC_00371	NC_007795.1	377409	377816	-	408	895	36	40	12	12	146	147	178	183	344	352	510
gene-SAOUHSC_00372	NC_007795.1	378329	378907	+	579	9	2	3	1	9	2	2	2	5	3	6	25
gene-SAOUHSC_00373	NC_007795.1	378907	380175	+	1269	30	7	7	28	26	118	114	31	34	26	29	72
gene-SAOUHSC_00374	NC_007795.1	380213	381679	+	1467	141	22	19	60	56	36	41	130	124	128	122	671
gene-SAOUHSC_00375	NC_007795.1	381704	383245	+	1542	194	24	26	58	48	32	24	114	101	107	107	658
gene-SAOUHSC_00376	NC_007795.1	383358	383894	-	537	0	2	0	11	14	1	0	0	0	0	0	5
gene-SAOUHSC_00377	NC_007795.1	384287	384991	-	705	0	1	0	2	3	3	0	1	1	0	1	0
gene-SAOUHSC_00378	NC_007795.1	385390	385662	-	273	0	0	0	3	3	0	0	0	0	0	2	2
gene-SAOUHSC_00381a	NC_007795.1	385923	386075	-	153	0	0	0	1	0	0	0	0	0	0	0	1
gene-SAOUHSC_00381	NC_007795.1	386599	386958	-	360	159	0	0	94	93	12	9	20	20	24	26	165
gene-SAOUHSC_00382	NC_007795.1	386977	387822	-	846	322	41	42	181	191	159	157	213	208	247	246	640
gene-SAOUHSC_00383	NC_007795.1	388294	388974	+	681	0	5	4	1	0	0	0	0	0	1	1	0
gene-SAOUHSC_00384	NC_007795.1	389260	389955	+	696	1	0	0	0	3	1	0	0	0	0	0	1
gene-SAOUHSC_00386	NC_007795.1	390246	391316	+	1071	9	2	2	0	1	0	1	1	5	2	1	5
gene-SAOUHSC_00387	NC_007795.1	391435	391572	+	138	4	0	0	0	0	0	0	1	0	0	0	0
gene-SAOUHSC_00389	NC_007795.1	391681	392607	+	927	4	0	1	1	0	0	0	1	3	1	1	1
gene-SAOUHSC_00390	NC_007795.1	392971	393675	+	705	0	0	1	0	3	0	0	1	0	0	0	1
gene-SAOUHSC_00391	NC_007795.1	394121	394816	+	696	0	1	0	0	0	0	0	0	0	0	1	1
gene-SAOUHSC_00392	NC_007795.1	395237	395932	+	696	0	2	0	1	1	3	1	4	1	1	0	3
gene-SAOUHSC_00393	NC_007795.1	396276	396974	+	699	1	0	0	1	0	0	0	0	0	0	0	1
gene-SAOUHSC_00394	NC_007795.1	397354	398052	+	699	1	0	0	2	0	0	0	4	4	0	1	0
gene-SAOUHSC_00395	NC_007795.1	398418	399101	+	684	3	0	0	0	0	5	0	0	0	1	0	0
gene-SAOUHSC_00396	NC_007795.1	399186	399287	-	102	1	0	0	0	0	0	0	0	0	2	1	0
gene-SAOUHSC_00397	NC_007795.1	399449	400921	+	1473	14	1	1	1	1	0	0	0	0	6	10	17
gene-SAOUHSC_00398	NC_007795.1	400914	402125	+	1212	1	5	5	0	0	3	3	0	0	0	0	2
gene-SAOUHSC_00399	NC_007795.1	402508	403185	+	678	0	0	1	0	0	0	1	0	0	0	0	0
gene-SAOUHSC_00400	NC_007795.1	403207	404715	+	1509	4	3	3	0	3	4	16	3	10	0	0	0
gene-SAOUHSC_00401	NC_007795.1	404819	405127	-	309	1446	42	42	38	38	176	174	284	284	975	983	1813
gene-SAOUHSC_00402	NC_007795.1	405465	406283	+	819	5	4	1	1	0	2	8	4	4	1	1	6
gene-SAOUHSC_00404	NC_007795.1	406302	407087	+	786	0	0	0	0	0	0	0	1	2	0	0	0
gene-SAOUHSC_00405	NC_007795.1	407345	408082	+	738	0	0	1	0	0	0	1	0	0	0	0	0
gene-SAOUHSC_00406	NC_007795.1	408072	409400	+	1329	7	0	1	1	3	2	2	1	1	0	1	13
gene-SAOUHSC_00407	NC_007795.1	409397	409720	+	324	0	0	0	0	0	0	0	0	0	0	0	1
gene-SAOUHSC_00408	NC_007795.1	409739	410053	+	315	5	0	0	0	6	0	0	0	0	0	0	0
gene-SAOUHSC_00409	NC_007795.1	410343	410603	-	261	2	0	0	7	7	0	0	1	0	1	0	3
gene-SAOUHSC_00410	NC_007795.1	410722	411924	+	1203	2	0	0	13	10	0	1	8	7	2	0	58
gene-SAOUHSC_00411	NC_007795.1	412193	412321	+	129	1	0	0	1	2	2	2	0	3	0	0	1
gene-SAOUHSC_00412	NC_007795.1	413512	414996	+	1485	262	64	64	132	127	80	81	165	165	118	126	523
gene-SAOUHSC_00413	NC_007795.1	415009	417714	+	2706	2317	264	260	541	530	479	473	584	607	718	722	2362
gene-SAOUHSC_00414	NC_007795.1	417876	418238	+	363	21	23	23	58	41	21	17	49	28	34	20	116
gene-SAOUHSC_00415	NC_007795.1	418467	418883	-	417	16	47	29	30	0	13	7	51	23	11	0	13
gene-SAOUHSC_00416	NC_007795.1	418921	419595	+	675	2	12	12	25	25	8	8	15	15	27	28	77
gene-SAOUHSC_00417	NC_007795.1	419632	420366	+	735	68	6	6	19	18	4	5	17	16	20	20	20
gene-SAOUHSC_00418	NC_007795.1	420544	420657	+	114	0	0	1	0	0	0	0	0	0	0	0	0
gene-SAOUHSC_00420	NC_007795.1	420822	422159	+	1338	9	6	8	20	20	3	3	5	5	0	0	66
gene-SAOUHSC_00421	NC_007795.1	422376	423290	+	915	7	1	0	0	2	1	0	1	2	3	4	14
gene-SAOUHSC_00422	NC_007795.1	423274	424416	+	1143	5	3	3	19	16	10	10	5	5	3	3	16
gene-SAOUHSC_00423	NC_007795.1	424710	425735	+	1026	6	1	1	1	0	0	0	6	1	1	0	7
gene-SAOUHSC_00424	NC_007795.1	425739	426398	+	660	0	2	2	2	2	0	0	0	4	1	1	5
gene-SAOUHSC_00426	NC_007795.1	426435	427277	+	843	4	0	1	2	1	0	0	1	0	3	0	5
gene-SAOUHSC_00427	NC_007795.1	427609	428613	+	1005	357	65	65	35	50	728	723	576	576	239	235	912
gene-SAOUHSC_00428	NC_007795.1	428798	429067	-	270	0	1	0	2	1	3	2	0	0	0	1	0
gene-SAOUHSC_00429	NC_007795.1	429216	429611	+	396	59	7	7	26	35	5	5	23	23	19	18	15
gene-SAOUHSC_00430	NC_007795.1	429601	430086	+	486	37	13	11	35	19	7	2	34	16	23	7	16
gene-SAOUHSC_00431	NC_007795.1	430255	431037	-	783	19	1	0	21	21	0	0	6	1	6	3	24
gene-SAOUHSC_00433	NC_007795.1	431034	432152	-	1119	45	6	6	11	10	6	5	3	7	5	5	32
gene-SAOUHSC_00434	NC_007795.1	432267	433151	-	885	2	35	3	17	1	14	2	19	11	13	5	19
gene-SAOUHSC_00435	NC_007795.1	433332	437831	+	4500	151	36	34	80	97	85	46	344	305	96	105	386
gene-SAOUHSC_00436	NC_007795.1	437849	439312	+	1464	97	14	13	34	31	26	27	247	239	86	85	126
gene-SAOUHSC_T00048	NC_007795.1	439581	439673	+	93	0	0	0	0	0	0	0	0	0	0	0	0
gene-SAOUHSC_00437	NC_007795.1	440144	441571	+	1428	937	5	2	101	92	106	104	72	73	70	71	498
gene-SAOUHSC_00438	NC_007795.1	441635	443275	+	1641	213	17	16	23	24	85	87	36	35	56	55	117
gene-SAOUHSC_00439	NC_007795.1	443300	444028	+	729	43	5	8	37	59	32	35	20	10	21	11	49
gene-SAOUHSC_00440	NC_007795.1	444428	444529	+	102	22	4	3	4	16	6	3	10	6	11	6	1
gene-SAOUHSC_00441	NC_007795.1	444667	445191	+	525	26	2	10	26	31	5	7	11	19	4	12	8
gene-SAOUHSC_00442	NC_007795.1	445284	446957	+	1674	516	67	68	192	183	163	150	210	187	149	138	596
gene-SAOUHSC_00444	NC_007795.1	447047	447364	+	318	66	1	6	17	42	21	32	28	59	12	21	119
gene-SAOUHSC_00445	NC_007795.1	447371	447967	+	597	124	6	3	52	52	45	45	64	63	34	31	326
gene-SAOUHSC_00446	NC_007795.1	448172	448270	+	99	0	0	0	0	0	0	0	0	0	0	0	0
gene-SAOUHSC_R0001	NC_007795.1	448819	450374	+	1556	3	32	4	38	6	22	1	60	8	34	3	67
gene-SAOUHSC_R0006	NC_007795.1	450739	453661	+	2923	4	1	1	5	5	139	143	170	153	2	0	1
gene-SAOUHSC_R00011	NC_007795.1	453734	453847	+	114	7	0	2	0	1	0	1	0	3	0	1	0
gene-SAOUHSC_00450	NC_007795.1	454730	456067	+	1338	9	2	1	10	3	11	11	4	4	13	14	46
gene-SAOUHSC_00451	NC_007795.1	456069	456686	+	618	13	2	1	4	11	0	7	14	20	1	5	1
gene-SAOUHSC_00452	NC_007795.1	456714	457043	+	330	1339	207	206	233	234	642	639	452	450	224	223	1433
gene-SAOUHSC_00454	NC_007795.1	457344	458183	+	840	7	1	1	9	8	5	4	10	8	12	11	21
gene-SAOUHSC_00455	NC_007795.1	458184	458987	+	804	62	9	10	5	8	20	19	31	37	5	6	122
gene-SAOUHSC_00456	NC_007795.1	459004	459351	+	348	16	2	1	16	16	10	10	14	12	1	1	15
gene-SAOUHSC_00457	NC_007795.1	459625	460350	+	726	9	2	0	5	1	0	0	2	2	0	0	5
gene-SAOUHSC_00458	NC_007795.1	460343	460591	+	249	0	0	0	0	1	0	0	0	0	0	0	0
gene-SAOUHSC_00459	NC_007795.1	460593	461432	+	840	5	0	0	3	0	4	0	6	0	8	1	11
gene-SAOUHSC_00461	NC_007795.1	461717	463690	+	1974	98	35	36	79	85	41	43	55	59	30	30	229
gene-SAOUHSC_00462	NC_007795.1	463721	464494	+	774	35	21	21	30	36	45	45	61	62	28	25	280
gene-SAOUHSC_00463	NC_007795.1	464661	465197	+	537	3	0	0	5	0	2	0	8	6	2	0	19
gene-SAOUHSC_00464	NC_007795.1	465208	466101	+	894	14	1	1	3	3	2	1	15	15	18	20	14
gene-SAOUHSC_00465	NC_007795.1	466201	466464	+	264	85	36	36	48	48	21	22	16	22	24	25	162
gene-SAOUHSC_00466	NC_007795.1	466774	467622	+	849	71	7	11	0	2	5	6	41	39	10	9	101
gene-SAOUHSC_00467	NC_007795.1	467636	468460	+	825	572	42	169	63	196	35	220	63	210	36	164	128
gene-SAOUHSC_00468	NC_007795.1	468477	468857	+	381	1385	322	309	408	378	750	743	533	522	595	586	2289
gene-SAOUHSC_00469	NC_007795.1	468929	469231	+	303	501	66	65	88	82	175	176	134	136	110	114	295
gene-SAOUHSC_00470	NC_007795.1	469421	469552	+	132	0	1	1	7	7	1	0	1	1	4	4	2
gene-SAOUHSC_00471	NC_007795.1	469575	470927	+	1353	532	85	86	218	212	349	349	325	325	239	242	722
gene-SAOUHSC_00472	NC_007795.1	471074	472039	+	966	339	37	39	38	35	256	262	133	146	157	152	645
gene-SAOUHSC_00473	NC_007795.1	472097	472207	-	111	4	14	2	0	0	25	12	16	6	12	1	7
gene-SAOUHSC_00474	NC_007795.1	472189	472842	+	654	235	92	94	113	117	168	163	85	72	67	68	322
gene-SAOUHSC_00475	NC_007795.1	473153	473725	+	573	26	0	0	0	0	2	2	9	9	2	3	69
gene-SAOUHSC_00477	NC_007795.1	473725	477231	+	3507	72	24	17	35	37	18	17	35	30	19	21	199
gene-SAOUHSC_00479	NC_007795.1	477221	478747	+	1527	169	41	42	59	54	53	56	84	81	85	79	152
gene-SAOUHSC_00480	NC_007795.1	478747	479940	+	1194	145	11	12	73	75	38	38	62	63	43	43	193
gene-SAOUHSC_00481	NC_007795.1	479937	480200	+	264	46	2	2	18	22	10	13	10	31	37	47	9
gene-SAOUHSC_00482	NC_007795.1	480218	480610	+	393	72	2	1	34	41	26	26	50	49	57	52	101
gene-SAOUHSC_00483	NC_007795.1	480715	481116	+	402	50	38	39	179	174	9	9	31	30	36	36	50
gene-SAOUHSC_00484	NC_007795.1	481296	482591	+	1296	1	0	1	13	14	0	0	2	5	6	6	34
gene-SAOUHSC_00485	NC_007795.1	482596	483135	+	540	1	0	0	14	13	0	0	7	7	10	9	23
